dataset,instancia,negocios,C,archivo
tolerancia-alta,T-B-325,325,78568,..\instances\tolerancia-alta\T-B-325.txt
tolerancia-alta,T-B-326,326,84293,..\instances\tolerancia-alta\T-B-326.txt
tolerancia-alta,T-B-327,327,83259,..\instances\tolerancia-alta\T-B-327.txt
tolerancia-alta,T-B-328,328,82501,..\instances\tolerancia-alta\T-B-328.txt
tolerancia-alta,T-B-329,329,80787,..\instances\tolerancia-alta\T-B-329.txt
tolerancia-alta,T-B-330,330,80003,..\instances\tolerancia-alta\T-B-330.txt
tolerancia-alta,T-B-331,331,84101,..\instances\tolerancia-alta\T-B-331.txt
tolerancia-alta,T-B-332,332,84973,..\instances\tolerancia-alta\T-B-332.txt
tolerancia-alta,T-B-333,333,85095,..\instances\tolerancia-alta\T-B-333.txt
tolerancia-alta,T-B-334,334,82894,..\instances\tolerancia-alta\T-B-334.txt
tolerancia-alta,T-B-335,335,82998,..\instances\tolerancia-alta\T-B-335.txt
tolerancia-alta,T-B-336,336,83042,..\instances\tolerancia-alta\T-B-336.txt
tolerancia-alta,T-B-337,337,85627,..\instances\tolerancia-alta\T-B-337.txt
tolerancia-alta,T-B-338,338,83586,..\instances\tolerancia-alta\T-B-338.txt
tolerancia-alta,T-B-339,339,83245,..\instances\tolerancia-alta\T-B-339.txt
tolerancia-alta,T-B-340,340,89125,..\instances\tolerancia-alta\T-B-340.txt
tolerancia-alta,T-B-341,341,85700,..\instances\tolerancia-alta\T-B-341.txt
tolerancia-alta,T-B-342,342,83565,..\instances\tolerancia-alta\T-B-342.txt
tolerancia-alta,T-B-343,343,87058,..\instances\tolerancia-alta\T-B-343.txt
tolerancia-alta,T-B-344,344,87095,..\instances\tolerancia-alta\T-B-344.txt
tolerancia-alta,T-B-345,345,86736,..\instances\tolerancia-alta\T-B-345.txt
tolerancia-alta,T-B-346,346,85341,..\instances\tolerancia-alta\T-B-346.txt
tolerancia-alta,T-B-347,347,83221,..\instances\tolerancia-alta\T-B-347.txt
tolerancia-alta,T-B-348,348,87453,..\instances\tolerancia-alta\T-B-348.txt
tolerancia-alta,T-B-349,349,89879,..\instances\tolerancia-alta\T-B-349.txt
tolerancia-alta,T-B-350,350,85093,..\instances\tolerancia-alta\T-B-350.txt
tolerancia-alta,T-B-351,351,87443,..\instances\tolerancia-alta\T-B-351.txt
tolerancia-alta,T-B-352,352,85419,..\instances\tolerancia-alta\T-B-352.txt
tolerancia-alta,T-B-353,353,88610,..\instances\tolerancia-alta\T-B-353.txt
tolerancia-alta,T-B-354,354,90617,..\instances\tolerancia-alta\T-B-354.txt
tolerancia-alta,T-B-355,355,91016,..\instances\tolerancia-alta\T-B-355.txt
tolerancia-alta,T-B-356,356,94363,..\instances\tolerancia-alta\T-B-356.txt
tolerancia-alta,T-B-357,357,88512,..\instances\tolerancia-alta\T-B-357.txt
tolerancia-alta,T-B-358,358,90188,..\instances\tolerancia-alta\T-B-358.txt
tolerancia-alta,T-B-359,359,93090,..\instances\tolerancia-alta\T-B-359.txt
tolerancia-alta,T-B-360,360,90829,..\instances\tolerancia-alta\T-B-360.txt
tolerancia-alta,T-B-361,361,90066,..\instances\tolerancia-alta\T-B-361.txt
tolerancia-alta,T-B-362,362,91871,..\instances\tolerancia-alta\T-B-362.txt
tolerancia-alta,T-B-363,363,93072,..\instances\tolerancia-alta\T-B-363.txt
tolerancia-alta,T-B-364,364,93310,..\instances\tolerancia-alta\T-B-364.txt
tolerancia-alta,T-B-365,365,93406,..\instances\tolerancia-alta\T-B-365.txt
tolerancia-alta,T-B-366,366,90410,..\instances\tolerancia-alta\T-B-366.txt
tolerancia-alta,T-B-367,367,91950,..\instances\tolerancia-alta\T-B-367.txt
tolerancia-alta,T-B-368,368,87206,..\instances\tolerancia-alta\T-B-368.txt
tolerancia-alta,T-B-369,369,93471,..\instances\tolerancia-alta\T-B-369.txt
tolerancia-alta,T-B-370,370,92401,..\instances\tolerancia-alta\T-B-370.txt
tolerancia-alta,T-B-371,371,93143,..\instances\tolerancia-alta\T-B-371.txt
tolerancia-alta,T-B-372,372,93629,..\instances\tolerancia-alta\T-B-372.txt
tolerancia-alta,T-B-373,373,90384,..\instances\tolerancia-alta\T-B-373.txt
tolerancia-alta,T-B-374,374,93072,..\instances\tolerancia-alta\T-B-374.txt
tolerancia-alta,T-B-375,375,91169,..\instances\tolerancia-alta\T-B-375.txt
tolerancia-alta,T-B-376,376,94710,..\instances\tolerancia-alta\T-B-376.txt
tolerancia-alta,T-B-377,377,95146,..\instances\tolerancia-alta\T-B-377.txt
tolerancia-alta,T-B-378,378,92970,..\instances\tolerancia-alta\T-B-378.txt
tolerancia-alta,T-B-379,379,96565,..\instances\tolerancia-alta\T-B-379.txt
tolerancia-alta,T-B-380,380,94409,..\instances\tolerancia-alta\T-B-380.txt
tolerancia-alta,T-B-381,381,95632,..\instances\tolerancia-alta\T-B-381.txt
tolerancia-alta,T-B-382,382,96815,..\instances\tolerancia-alta\T-B-382.txt
tolerancia-alta,T-B-383,383,96658,..\instances\tolerancia-alta\T-B-383.txt
tolerancia-alta,T-B-384,384,95056,..\instances\tolerancia-alta\T-B-384.txt
tolerancia-alta,T-B-385,385,94995,..\instances\tolerancia-alta\T-B-385.txt
tolerancia-alta,T-B-386,386,96488,..\instances\tolerancia-alta\T-B-386.txt
tolerancia-alta,T-B-387,387,98569,..\instances\tolerancia-alta\T-B-387.txt
tolerancia-alta,T-B-388,388,96250,..\instances\tolerancia-alta\T-B-388.txt
tolerancia-alta,T-B-389,389,98316,..\instances\tolerancia-alta\T-B-389.txt
tolerancia-alta,T-B-390,390,97237,..\instances\tolerancia-alta\T-B-390.txt
tolerancia-alta,T-B-391,391,100427,..\instances\tolerancia-alta\T-B-391.txt
tolerancia-alta,T-B-392,392,100548,..\instances\tolerancia-alta\T-B-392.txt
tolerancia-alta,T-B-393,393,95987,..\instances\tolerancia-alta\T-B-393.txt
tolerancia-alta,T-B-394,394,96402,..\instances\tolerancia-alta\T-B-394.txt
tolerancia-alta,T-B-395,395,98386,..\instances\tolerancia-alta\T-B-395.txt
tolerancia-alta,T-B-396,396,95871,..\instances\tolerancia-alta\T-B-396.txt
tolerancia-alta,T-B-397,397,96950,..\instances\tolerancia-alta\T-B-397.txt
tolerancia-alta,T-B-398,398,100855,..\instances\tolerancia-alta\T-B-398.txt
tolerancia-alta,T-B-399,399,95499,..\instances\tolerancia-alta\T-B-399.txt
tolerancia-alta,T-B-400,400,101530,..\instances\tolerancia-alta\T-B-400.txt
tolerancia-alta,T-B-401,401,99265,..\instances\tolerancia-alta\T-B-401.txt
tolerancia-alta,T-B-402,402,101919,..\instances\tolerancia-alta\T-B-402.txt
tolerancia-alta,T-B-403,403,99308,..\instances\tolerancia-alta\T-B-403.txt
tolerancia-alta,T-B-404,404,100198,..\instances\tolerancia-alta\T-B-404.txt
tolerancia-alta,T-B-405,405,102317,..\instances\tolerancia-alta\T-B-405.txt
tolerancia-alta,T-B-406,406,99084,..\instances\tolerancia-alta\T-B-406.txt
tolerancia-alta,T-B-407,407,100492,..\instances\tolerancia-alta\T-B-407.txt
tolerancia-alta,T-B-408,408,98226,..\instances\tolerancia-alta\T-B-408.txt
tolerancia-alta,T-B-409,409,101552,..\instances\tolerancia-alta\T-B-409.txt
tolerancia-alta,T-B-410,410,101822,..\instances\tolerancia-alta\T-B-410.txt
tolerancia-alta,T-B-411,411,105555,..\instances\tolerancia-alta\T-B-411.txt
tolerancia-alta,T-B-412,412,101518,..\instances\tolerancia-alta\T-B-412.txt
tolerancia-alta,T-B-413,413,102737,..\instances\tolerancia-alta\T-B-413.txt
tolerancia-alta,T-B-414,414,104175,..\instances\tolerancia-alta\T-B-414.txt
tolerancia-alta,T-B-415,415,103020,..\instances\tolerancia-alta\T-B-415.txt
tolerancia-alta,T-B-416,416,106366,..\instances\tolerancia-alta\T-B-416.txt
tolerancia-alta,T-B-417,417,105849,..\instances\tolerancia-alta\T-B-417.txt
tolerancia-alta,T-B-418,418,106652,..\instances\tolerancia-alta\T-B-418.txt
tolerancia-alta,T-B-419,419,104022,..\instances\tolerancia-alta\T-B-419.txt
tolerancia-alta,T-B-420,420,108641,..\instances\tolerancia-alta\T-B-420.txt
tolerancia-alta,T-B-421,421,104945,..\instances\tolerancia-alta\T-B-421.txt
tolerancia-alta,T-B-422,422,106219,..\instances\tolerancia-alta\T-B-422.txt
tolerancia-alta,T-B-423,423,108910,..\instances\tolerancia-alta\T-B-423.txt
tolerancia-alta,T-B-424,424,105967,..\instances\tolerancia-alta\T-B-424.txt
tolerancia-alta,T-B-425,425,107000,..\instances\tolerancia-alta\T-B-425.txt
tolerancia-alta,T-B-426,426,108304,..\instances\tolerancia-alta\T-B-426.txt
tolerancia-alta,T-B-427,427,106332,..\instances\tolerancia-alta\T-B-427.txt
tolerancia-alta,T-B-428,428,107206,..\instances\tolerancia-alta\T-B-428.txt
tolerancia-alta,T-B-429,429,108424,..\instances\tolerancia-alta\T-B-429.txt
tolerancia-alta,T-B-430,430,107980,..\instances\tolerancia-alta\T-B-430.txt
tolerancia-alta,T-B-431,431,108796,..\instances\tolerancia-alta\T-B-431.txt
tolerancia-alta,T-B-432,432,110437,..\instances\tolerancia-alta\T-B-432.txt
tolerancia-alta,T-B-433,433,111659,..\instances\tolerancia-alta\T-B-433.txt
tolerancia-alta,T-B-434,434,107114,..\instances\tolerancia-alta\T-B-434.txt
tolerancia-alta,T-B-435,435,106919,..\instances\tolerancia-alta\T-B-435.txt
tolerancia-alta,T-B-436,436,112535,..\instances\tolerancia-alta\T-B-436.txt
tolerancia-alta,T-B-437,437,107450,..\instances\tolerancia-alta\T-B-437.txt
tolerancia-alta,T-B-438,438,107170,..\instances\tolerancia-alta\T-B-438.txt
tolerancia-alta,T-B-439,439,110190,..\instances\tolerancia-alta\T-B-439.txt
tolerancia-alta,T-B-440,440,108503,..\instances\tolerancia-alta\T-B-440.txt
tolerancia-alta,T-B-441,441,107869,..\instances\tolerancia-alta\T-B-441.txt
tolerancia-alta,T-B-442,442,110120,..\instances\tolerancia-alta\T-B-442.txt
tolerancia-alta,T-B-443,443,110358,..\instances\tolerancia-alta\T-B-443.txt
tolerancia-alta,T-B-444,444,113143,..\instances\tolerancia-alta\T-B-444.txt
tolerancia-alta,T-B-445,445,111119,..\instances\tolerancia-alta\T-B-445.txt
tolerancia-alta,T-B-446,446,115229,..\instances\tolerancia-alta\T-B-446.txt
tolerancia-alta,T-B-447,447,114512,..\instances\tolerancia-alta\T-B-447.txt
tolerancia-alta,T-B-448,448,109921,..\instances\tolerancia-alta\T-B-448.txt
tolerancia-alta,T-B-449,449,110524,..\instances\tolerancia-alta\T-B-449.txt
tolerancia-alta,T-B-450,450,112362,..\instances\tolerancia-alta\T-B-450.txt
tolerancia-alta,T-B-451,451,114969,..\instances\tolerancia-alta\T-B-451.txt
tolerancia-alta,T-B-452,452,109304,..\instances\tolerancia-alta\T-B-452.txt
tolerancia-alta,T-B-453,453,112786,..\instances\tolerancia-alta\T-B-453.txt
tolerancia-alta,T-B-454,454,112314,..\instances\tolerancia-alta\T-B-454.txt
tolerancia-alta,T-B-455,455,114102,..\instances\tolerancia-alta\T-B-455.txt
tolerancia-alta,T-B-456,456,113417,..\instances\tolerancia-alta\T-B-456.txt
tolerancia-alta,T-B-457,457,112827,..\instances\tolerancia-alta\T-B-457.txt
tolerancia-alta,T-B-458,458,110656,..\instances\tolerancia-alta\T-B-458.txt
tolerancia-alta,T-B-459,459,117120,..\instances\tolerancia-alta\T-B-459.txt
tolerancia-alta,T-B-460,460,114278,..\instances\tolerancia-alta\T-B-460.txt
tolerancia-alta,T-B-461,461,116938,..\instances\tolerancia-alta\T-B-461.txt
tolerancia-alta,T-B-462,462,120714,..\instances\tolerancia-alta\T-B-462.txt
tolerancia-alta,T-B-463,463,115238,..\instances\tolerancia-alta\T-B-463.txt
tolerancia-alta,T-B-464,464,114329,..\instances\tolerancia-alta\T-B-464.txt
tolerancia-alta,T-B-465,465,117340,..\instances\tolerancia-alta\T-B-465.txt
tolerancia-alta,T-B-466,466,114818,..\instances\tolerancia-alta\T-B-466.txt
tolerancia-alta,T-B-467,467,116545,..\instances\tolerancia-alta\T-B-467.txt
tolerancia-alta,T-B-468,468,117625,..\instances\tolerancia-alta\T-B-468.txt
tolerancia-alta,T-B-469,469,116179,..\instances\tolerancia-alta\T-B-469.txt
tolerancia-alta,T-B-470,470,116258,..\instances\tolerancia-alta\T-B-470.txt
tolerancia-alta,T-B-471,471,118762,..\instances\tolerancia-alta\T-B-471.txt
tolerancia-alta,T-B-472,472,118376,..\instances\tolerancia-alta\T-B-472.txt
tolerancia-alta,T-B-473,473,121312,..\instances\tolerancia-alta\T-B-473.txt
tolerancia-alta,T-B-474,474,117466,..\instances\tolerancia-alta\T-B-474.txt
tolerancia-alta,T-B-475,475,120261,..\instances\tolerancia-alta\T-B-475.txt
tolerancia-alta,T-B-476,476,119587,..\instances\tolerancia-alta\T-B-476.txt
tolerancia-alta,T-B-477,477,117541,..\instances\tolerancia-alta\T-B-477.txt
tolerancia-alta,T-B-478,478,123451,..\instances\tolerancia-alta\T-B-478.txt
tolerancia-alta,T-B-479,479,121951,..\instances\tolerancia-alta\T-B-479.txt
tolerancia-alta,T-B-480,480,120112,..\instances\tolerancia-alta\T-B-480.txt
tolerancia-alta,T-B-481,481,122132,..\instances\tolerancia-alta\T-B-481.txt
tolerancia-alta,T-B-482,482,122123,..\instances\tolerancia-alta\T-B-482.txt
tolerancia-alta,T-B-483,483,122003,..\instances\tolerancia-alta\T-B-483.txt
tolerancia-alta,T-B-484,484,120998,..\instances\tolerancia-alta\T-B-484.txt
tolerancia-alta,T-B-485,485,122503,..\instances\tolerancia-alta\T-B-485.txt
tolerancia-alta,T-B-486,486,119632,..\instances\tolerancia-alta\T-B-486.txt
tolerancia-alta,T-B-487,487,124135,..\instances\tolerancia-alta\T-B-487.txt
tolerancia-alta,T-B-488,488,126643,..\instances\tolerancia-alta\T-B-488.txt
tolerancia-alta,T-B-489,489,117823,..\instances\tolerancia-alta\T-B-489.txt
tolerancia-alta,T-B-490,490,124967,..\instances\tolerancia-alta\T-B-490.txt
tolerancia-alta,T-B-491,491,126074,..\instances\tolerancia-alta\T-B-491.txt
tolerancia-alta,T-B-492,492,127175,..\instances\tolerancia-alta\T-B-492.txt
tolerancia-alta,T-B-493,493,125640,..\instances\tolerancia-alta\T-B-493.txt
tolerancia-alta,T-B-494,494,127708,..\instances\tolerancia-alta\T-B-494.txt
tolerancia-alta,T-B-495,495,123437,..\instances\tolerancia-alta\T-B-495.txt
tolerancia-alta,T-B-496,496,123576,..\instances\tolerancia-alta\T-B-496.txt
tolerancia-alta,T-B-497,497,123663,..\instances\tolerancia-alta\T-B-497.txt
tolerancia-alta,T-B-498,498,122167,..\instances\tolerancia-alta\T-B-498.txt
tolerancia-alta,T-B-499,499,124343,..\instances\tolerancia-alta\T-B-499.txt
tolerancia-alta,T-B-500,500,126734,..\instances\tolerancia-alta\T-B-500.txt
tolerancia-alta,T-B-501,501,122237,..\instances\tolerancia-alta\T-B-501.txt
tolerancia-alta,T-B-502,502,125343,..\instances\tolerancia-alta\T-B-502.txt
tolerancia-alta,T-B-503,503,124528,..\instances\tolerancia-alta\T-B-503.txt
tolerancia-alta,T-B-504,504,126491,..\instances\tolerancia-alta\T-B-504.txt
tolerancia-alta,T-B-505,505,127426,..\instances\tolerancia-alta\T-B-505.txt
tolerancia-alta,T-B-506,506,123280,..\instances\tolerancia-alta\T-B-506.txt
tolerancia-alta,T-B-507,507,128989,..\instances\tolerancia-alta\T-B-507.txt
tolerancia-alta,T-B-508,508,123555,..\instances\tolerancia-alta\T-B-508.txt
tolerancia-alta,T-B-509,509,127496,..\instances\tolerancia-alta\T-B-509.txt
tolerancia-alta,T-B-510,510,126136,..\instances\tolerancia-alta\T-B-510.txt
tolerancia-alta,T-B-511,511,126661,..\instances\tolerancia-alta\T-B-511.txt
tolerancia-alta,T-B-512,512,128173,..\instances\tolerancia-alta\T-B-512.txt
tolerancia-alta,T-B-513,513,126963,..\instances\tolerancia-alta\T-B-513.txt
tolerancia-alta,T-B-514,514,124435,..\instances\tolerancia-alta\T-B-514.txt
tolerancia-alta,T-B-515,515,127987,..\instances\tolerancia-alta\T-B-515.txt
tolerancia-alta,T-B-516,516,124705,..\instances\tolerancia-alta\T-B-516.txt
tolerancia-alta,T-B-517,517,127411,..\instances\tolerancia-alta\T-B-517.txt
tolerancia-alta,T-B-518,518,132595,..\instances\tolerancia-alta\T-B-518.txt
tolerancia-alta,T-B-519,519,132352,..\instances\tolerancia-alta\T-B-519.txt
tolerancia-alta,T-B-520,520,128747,..\instances\tolerancia-alta\T-B-520.txt
tolerancia-alta,T-B-521,521,128414,..\instances\tolerancia-alta\T-B-521.txt
tolerancia-alta,T-B-522,522,135116,..\instances\tolerancia-alta\T-B-522.txt
tolerancia-alta,T-B-523,523,129198,..\instances\tolerancia-alta\T-B-523.txt
tolerancia-alta,T-B-524,524,130563,..\instances\tolerancia-alta\T-B-524.txt
tolerancia-alta,T-B-525,525,134849,..\instances\tolerancia-alta\T-B-525.txt
tolerancia-alta,T-B-526,526,131430,..\instances\tolerancia-alta\T-B-526.txt
tolerancia-alta,T-B-527,527,128995,..\instances\tolerancia-alta\T-B-527.txt
tolerancia-alta,T-B-528,528,131490,..\instances\tolerancia-alta\T-B-528.txt
tolerancia-alta,T-B-529,529,130760,..\instances\tolerancia-alta\T-B-529.txt
tolerancia-alta,T-B-530,530,129872,..\instances\tolerancia-alta\T-B-530.txt
tolerancia-alta,T-B-531,531,133566,..\instances\tolerancia-alta\T-B-531.txt
tolerancia-alta,T-B-532,532,135224,..\instances\tolerancia-alta\T-B-532.txt
tolerancia-alta,T-B-533,533,131959,..\instances\tolerancia-alta\T-B-533.txt
tolerancia-alta,T-B-534,534,129201,..\instances\tolerancia-alta\T-B-534.txt
tolerancia-alta,T-B-535,535,133219,..\instances\tolerancia-alta\T-B-535.txt
tolerancia-alta,T-B-536,536,134342,..\instances\tolerancia-alta\T-B-536.txt
tolerancia-alta,T-B-537,537,133082,..\instances\tolerancia-alta\T-B-537.txt
tolerancia-alta,T-B-538,538,138280,..\instances\tolerancia-alta\T-B-538.txt
tolerancia-alta,T-B-539,539,135619,..\instances\tolerancia-alta\T-B-539.txt
tolerancia-alta,T-B-540,540,137744,..\instances\tolerancia-alta\T-B-540.txt
tolerancia-alta,T-B-541,541,134993,..\instances\tolerancia-alta\T-B-541.txt
tolerancia-alta,T-B-542,542,135017,..\instances\tolerancia-alta\T-B-542.txt
tolerancia-alta,T-B-543,543,133572,..\instances\tolerancia-alta\T-B-543.txt
tolerancia-alta,T-B-544,544,136728,..\instances\tolerancia-alta\T-B-544.txt
tolerancia-alta,T-B-545,545,133807,..\instances\tolerancia-alta\T-B-545.txt
tolerancia-alta,T-B-546,546,137867,..\instances\tolerancia-alta\T-B-546.txt
tolerancia-alta,T-B-547,547,138491,..\instances\tolerancia-alta\T-B-547.txt
tolerancia-alta,T-B-548,548,135465,..\instances\tolerancia-alta\T-B-548.txt
tolerancia-alta,T-B-549,549,139821,..\instances\tolerancia-alta\T-B-549.txt
tolerancia-alta,T-B-550,550,138742,..\instances\tolerancia-alta\T-B-550.txt
tolerancia-alta,T-B-551,551,137538,..\instances\tolerancia-alta\T-B-551.txt
tolerancia-alta,T-B-552,552,139017,..\instances\tolerancia-alta\T-B-552.txt
tolerancia-alta,T-B-553,553,137000,..\instances\tolerancia-alta\T-B-553.txt
tolerancia-alta,T-B-554,554,138620,..\instances\tolerancia-alta\T-B-554.txt
tolerancia-alta,T-B-555,555,135869,..\instances\tolerancia-alta\T-B-555.txt
tolerancia-alta,T-B-556,556,138852,..\instances\tolerancia-alta\T-B-556.txt
tolerancia-alta,T-B-557,557,139168,..\instances\tolerancia-alta\T-B-557.txt
tolerancia-alta,T-B-558,558,141599,..\instances\tolerancia-alta\T-B-558.txt
tolerancia-alta,T-B-559,559,138867,..\instances\tolerancia-alta\T-B-559.txt
tolerancia-alta,T-B-560,560,140738,..\instances\tolerancia-alta\T-B-560.txt
tolerancia-alta,T-B-561,561,141626,..\instances\tolerancia-alta\T-B-561.txt
tolerancia-alta,T-B-562,562,138221,..\instances\tolerancia-alta\T-B-562.txt
tolerancia-alta,T-B-563,563,136338,..\instances\tolerancia-alta\T-B-563.txt
tolerancia-alta,T-B-564,564,140319,..\instances\tolerancia-alta\T-B-564.txt
tolerancia-alta,T-B-565,565,136141,..\instances\tolerancia-alta\T-B-565.txt
tolerancia-alta,T-B-566,566,144482,..\instances\tolerancia-alta\T-B-566.txt
tolerancia-alta,T-B-567,567,142090,..\instances\tolerancia-alta\T-B-567.txt
tolerancia-alta,T-B-568,568,143362,..\instances\tolerancia-alta\T-B-568.txt
tolerancia-alta,T-B-569,569,142819,..\instances\tolerancia-alta\T-B-569.txt
tolerancia-alta,T-B-570,570,143387,..\instances\tolerancia-alta\T-B-570.txt
tolerancia-alta,T-B-571,571,146059,..\instances\tolerancia-alta\T-B-571.txt
tolerancia-alta,T-B-572,572,139627,..\instances\tolerancia-alta\T-B-572.txt
tolerancia-alta,T-B-573,573,147958,..\instances\tolerancia-alta\T-B-573.txt
tolerancia-alta,T-B-574,574,142134,..\instances\tolerancia-alta\T-B-574.txt
tolerancia-alta,T-B-575,575,144701,..\instances\tolerancia-alta\T-B-575.txt
tolerancia-alta,T-B-576,576,141029,..\instances\tolerancia-alta\T-B-576.txt
tolerancia-alta,T-B-577,577,146844,..\instances\tolerancia-alta\T-B-577.txt
tolerancia-alta,T-B-578,578,140939,..\instances\tolerancia-alta\T-B-578.txt
tolerancia-alta,T-B-579,579,141090,..\instances\tolerancia-alta\T-B-579.txt
tolerancia-alta,T-B-580,580,148918,..\instances\tolerancia-alta\T-B-580.txt
tolerancia-alta,T-B-581,581,147864,..\instances\tolerancia-alta\T-B-581.txt
tolerancia-alta,T-B-582,582,139006,..\instances\tolerancia-alta\T-B-582.txt
tolerancia-alta,T-B-583,583,145256,..\instances\tolerancia-alta\T-B-583.txt
tolerancia-alta,T-B-584,584,146475,..\instances\tolerancia-alta\T-B-584.txt
tolerancia-alta,T-B-585,585,144199,..\instances\tolerancia-alta\T-B-585.txt
tolerancia-alta,T-B-586,586,150387,..\instances\tolerancia-alta\T-B-586.txt
tolerancia-alta,T-B-587,587,143061,..\instances\tolerancia-alta\T-B-587.txt
tolerancia-alta,T-B-588,588,147375,..\instances\tolerancia-alta\T-B-588.txt
tolerancia-alta,T-B-589,589,148187,..\instances\tolerancia-alta\T-B-589.txt
tolerancia-alta,T-B-590,590,146660,..\instances\tolerancia-alta\T-B-590.txt
tolerancia-alta,T-B-591,591,148946,..\instances\tolerancia-alta\T-B-591.txt
tolerancia-alta,T-B-592,592,151385,..\instances\tolerancia-alta\T-B-592.txt
tolerancia-alta,T-B-593,593,148980,..\instances\tolerancia-alta\T-B-593.txt
tolerancia-alta,T-B-594,594,150184,..\instances\tolerancia-alta\T-B-594.txt
tolerancia-alta,T-B-595,595,147552,..\instances\tolerancia-alta\T-B-595.txt
tolerancia-alta,T-B-596,596,148977,..\instances\tolerancia-alta\T-B-596.txt
tolerancia-alta,T-B-597,597,148206,..\instances\tolerancia-alta\T-B-597.txt
tolerancia-alta,T-B-598,598,148240,..\instances\tolerancia-alta\T-B-598.txt
tolerancia-alta,T-B-599,599,148094,..\instances\tolerancia-alta\T-B-599.txt
tolerancia-alta,T-B-600,600,153871,..\instances\tolerancia-alta\T-B-600.txt
tolerancia-alta,T-B-601,601,150004,..\instances\tolerancia-alta\T-B-601.txt
tolerancia-alta,T-B-602,602,152402,..\instances\tolerancia-alta\T-B-602.txt
tolerancia-alta,T-B-603,603,150460,..\instances\tolerancia-alta\T-B-603.txt
tolerancia-alta,T-B-604,604,152558,..\instances\tolerancia-alta\T-B-604.txt
tolerancia-alta,T-B-605,605,148982,..\instances\tolerancia-alta\T-B-605.txt
tolerancia-alta,T-B-606,606,149627,..\instances\tolerancia-alta\T-B-606.txt
tolerancia-alta,T-B-607,607,147574,..\instances\tolerancia-alta\T-B-607.txt
tolerancia-alta,T-B-608,608,152415,..\instances\tolerancia-alta\T-B-608.txt
tolerancia-alta,T-B-609,609,152145,..\instances\tolerancia-alta\T-B-609.txt
tolerancia-alta,T-B-610,610,152462,..\instances\tolerancia-alta\T-B-610.txt
tolerancia-alta,T-B-611,611,159458,..\instances\tolerancia-alta\T-B-611.txt
tolerancia-alta,T-B-612,612,152819,..\instances\tolerancia-alta\T-B-612.txt
tolerancia-alta,T-B-613,613,146181,..\instances\tolerancia-alta\T-B-613.txt
tolerancia-alta,T-B-614,614,155017,..\instances\tolerancia-alta\T-B-614.txt
tolerancia-alta,T-B-615,615,156343,..\instances\tolerancia-alta\T-B-615.txt
tolerancia-alta,T-B-616,616,152314,..\instances\tolerancia-alta\T-B-616.txt
tolerancia-alta,T-B-617,617,155472,..\instances\tolerancia-alta\T-B-617.txt
tolerancia-alta,T-B-618,618,156785,..\instances\tolerancia-alta\T-B-618.txt
tolerancia-alta,T-B-619,619,156581,..\instances\tolerancia-alta\T-B-619.txt
tolerancia-alta,T-B-620,620,155628,..\instances\tolerancia-alta\T-B-620.txt
tolerancia-alta,T-B-621,621,156333,..\instances\tolerancia-alta\T-B-621.txt
tolerancia-alta,T-B-622,622,157436,..\instances\tolerancia-alta\T-B-622.txt
tolerancia-alta,T-B-623,623,150776,..\instances\tolerancia-alta\T-B-623.txt
tolerancia-alta,T-B-624,624,153972,..\instances\tolerancia-alta\T-B-624.txt
tolerancia-alta,T-B-625,625,162167,..\instances\tolerancia-alta\T-B-625.txt
tolerancia-alta,T-B-626,626,153491,..\instances\tolerancia-alta\T-B-626.txt
tolerancia-alta,T-B-627,627,154675,..\instances\tolerancia-alta\T-B-627.txt
tolerancia-alta,T-B-628,628,153133,..\instances\tolerancia-alta\T-B-628.txt
tolerancia-alta,T-B-629,629,154129,..\instances\tolerancia-alta\T-B-629.txt
tolerancia-alta,T-B-630,630,155656,..\instances\tolerancia-alta\T-B-630.txt
tolerancia-alta,T-B-631,631,158207,..\instances\tolerancia-alta\T-B-631.txt
tolerancia-alta,T-B-632,632,157529,..\instances\tolerancia-alta\T-B-632.txt
tolerancia-alta,T-B-633,633,158595,..\instances\tolerancia-alta\T-B-633.txt
tolerancia-alta,T-B-634,634,158141,..\instances\tolerancia-alta\T-B-634.txt
tolerancia-alta,T-B-635,635,155859,..\instances\tolerancia-alta\T-B-635.txt
tolerancia-alta,T-B-636,636,158367,..\instances\tolerancia-alta\T-B-636.txt
tolerancia-alta,T-B-637,637,159858,..\instances\tolerancia-alta\T-B-637.txt
tolerancia-alta,T-B-638,638,157127,..\instances\tolerancia-alta\T-B-638.txt
tolerancia-alta,T-B-639,639,160660,..\instances\tolerancia-alta\T-B-639.txt
tolerancia-alta,T-B-640,640,153719,..\instances\tolerancia-alta\T-B-640.txt
tolerancia-alta,T-B-641,641,163544,..\instances\tolerancia-alta\T-B-641.txt
tolerancia-alta,T-B-642,642,163129,..\instances\tolerancia-alta\T-B-642.txt
tolerancia-alta,T-B-643,643,162603,..\instances\tolerancia-alta\T-B-643.txt
tolerancia-alta,T-B-644,644,159590,..\instances\tolerancia-alta\T-B-644.txt
tolerancia-alta,T-B-645,645,160666,..\instances\tolerancia-alta\T-B-645.txt
tolerancia-alta,T-B-646,646,164939,..\instances\tolerancia-alta\T-B-646.txt
tolerancia-alta,T-B-647,647,159588,..\instances\tolerancia-alta\T-B-647.txt
tolerancia-alta,T-B-648,648,163997,..\instances\tolerancia-alta\T-B-648.txt
tolerancia-alta,T-B-649,649,161135,..\instances\tolerancia-alta\T-B-649.txt
