dataset,instancia,negocios,C,archivo
tolerancia-baja,T-B-333,333,498,..\instances\tolerancia-baja\T-B-333.txt
tolerancia-baja,T-B-334,334,511,..\instances\tolerancia-baja\T-B-334.txt
tolerancia-baja,T-B-335,335,510,..\instances\tolerancia-baja\T-B-335.txt
tolerancia-baja,T-B-336,336,500,..\instances\tolerancia-baja\T-B-336.txt
tolerancia-baja,T-B-337,337,488,..\instances\tolerancia-baja\T-B-337.txt
tolerancia-baja,T-B-338,338,512,..\instances\tolerancia-baja\T-B-338.txt
tolerancia-baja,T-B-339,339,496,..\instances\tolerancia-baja\T-B-339.txt
tolerancia-baja,T-B-340,340,475,..\instances\tolerancia-baja\T-B-340.txt
tolerancia-baja,T-B-341,341,508,..\instances\tolerancia-baja\T-B-341.txt
tolerancia-baja,T-B-342,342,534,..\instances\tolerancia-baja\T-B-342.txt
tolerancia-baja,T-B-343,343,483,..\instances\tolerancia-baja\T-B-343.txt
tolerancia-baja,T-B-344,344,519,..\instances\tolerancia-baja\T-B-344.txt
tolerancia-baja,T-B-345,345,520,..\instances\tolerancia-baja\T-B-345.txt
tolerancia-baja,T-B-346,346,502,..\instances\tolerancia-baja\T-B-346.txt
tolerancia-baja,T-B-347,347,490,..\instances\tolerancia-baja\T-B-347.txt
tolerancia-baja,T-B-348,348,504,..\instances\tolerancia-baja\T-B-348.txt
tolerancia-baja,T-B-349,349,508,..\instances\tolerancia-baja\T-B-349.txt
tolerancia-baja,T-B-350,350,497,..\instances\tolerancia-baja\T-B-350.txt
tolerancia-baja,T-B-351,351,495,..\instances\tolerancia-baja\T-B-351.txt
tolerancia-baja,T-B-352,352,499,..\instances\tolerancia-baja\T-B-352.txt
tolerancia-baja,T-B-353,353,511,..\instances\tolerancia-baja\T-B-353.txt
tolerancia-baja,T-B-354,354,488,..\instances\tolerancia-baja\T-B-354.txt
tolerancia-baja,T-B-355,355,515,..\instances\tolerancia-baja\T-B-355.txt
tolerancia-baja,T-B-356,356,508,..\instances\tolerancia-baja\T-B-356.txt
tolerancia-baja,T-B-357,357,506,..\instances\tolerancia-baja\T-B-357.txt
tolerancia-baja,T-B-358,358,493,..\instances\tolerancia-baja\T-B-358.txt
tolerancia-baja,T-B-359,359,485,..\instances\tolerancia-baja\T-B-359.txt
tolerancia-baja,T-B-360,360,498,..\instances\tolerancia-baja\T-B-360.txt
tolerancia-baja,T-B-361,361,504,..\instances\tolerancia-baja\T-B-361.txt
tolerancia-baja,T-B-362,362,496,..\instances\tolerancia-baja\T-B-362.txt
tolerancia-baja,T-B-363,363,504,..\instances\tolerancia-baja\T-B-363.txt
tolerancia-baja,T-B-364,364,490,..\instances\tolerancia-baja\T-B-364.txt
tolerancia-baja,T-B-365,365,508,..\instances\tolerancia-baja\T-B-365.txt
tolerancia-baja,T-B-366,366,491,..\instances\tolerancia-baja\T-B-366.txt
tolerancia-baja,T-B-367,367,494,..\instances\tolerancia-baja\T-B-367.txt
tolerancia-baja,T-B-368,368,487,..\instances\tolerancia-baja\T-B-368.txt
tolerancia-baja,T-B-369,369,506,..\instances\tolerancia-baja\T-B-369.txt
tolerancia-baja,T-B-370,370,527,..\instances\tolerancia-baja\T-B-370.txt
tolerancia-baja,T-B-371,371,509,..\instances\tolerancia-baja\T-B-371.txt
tolerancia-baja,T-B-372,372,505,..\instances\tolerancia-baja\T-B-372.txt
tolerancia-baja,T-B-373,373,500,..\instances\tolerancia-baja\T-B-373.txt
tolerancia-baja,T-B-374,374,493,..\instances\tolerancia-baja\T-B-374.txt
tolerancia-baja,T-B-375,375,499,..\instances\tolerancia-baja\T-B-375.txt
tolerancia-baja,T-B-376,376,493,..\instances\tolerancia-baja\T-B-376.txt
tolerancia-baja,T-B-377,377,513,..\instances\tolerancia-baja\T-B-377.txt
tolerancia-baja,T-B-378,378,495,..\instances\tolerancia-baja\T-B-378.txt
tolerancia-baja,T-B-379,379,486,..\instances\tolerancia-baja\T-B-379.txt
tolerancia-baja,T-B-380,380,507,..\instances\tolerancia-baja\T-B-380.txt
tolerancia-baja,T-B-381,381,509,..\instances\tolerancia-baja\T-B-381.txt
tolerancia-baja,T-B-382,382,496,..\instances\tolerancia-baja\T-B-382.txt
tolerancia-baja,T-B-383,383,521,..\instances\tolerancia-baja\T-B-383.txt
tolerancia-baja,T-B-384,384,512,..\instances\tolerancia-baja\T-B-384.txt
tolerancia-baja,T-B-385,385,498,..\instances\tolerancia-baja\T-B-385.txt
tolerancia-baja,T-B-386,386,509,..\instances\tolerancia-baja\T-B-386.txt
tolerancia-baja,T-B-387,387,497,..\instances\tolerancia-baja\T-B-387.txt
tolerancia-baja,T-B-388,388,511,..\instances\tolerancia-baja\T-B-388.txt
tolerancia-baja,T-B-389,389,474,..\instances\tolerancia-baja\T-B-389.txt
tolerancia-baja,T-B-390,390,484,..\instances\tolerancia-baja\T-B-390.txt
tolerancia-baja,T-B-391,391,508,..\instances\tolerancia-baja\T-B-391.txt
tolerancia-baja,T-B-392,392,502,..\instances\tolerancia-baja\T-B-392.txt
tolerancia-baja,T-B-393,393,494,..\instances\tolerancia-baja\T-B-393.txt
tolerancia-baja,T-B-394,394,495,..\instances\tolerancia-baja\T-B-394.txt
tolerancia-baja,T-B-395,395,480,..\instances\tolerancia-baja\T-B-395.txt
tolerancia-baja,T-B-396,396,488,..\instances\tolerancia-baja\T-B-396.txt
tolerancia-baja,T-B-397,397,509,..\instances\tolerancia-baja\T-B-397.txt
tolerancia-baja,T-B-398,398,483,..\instances\tolerancia-baja\T-B-398.txt
tolerancia-baja,T-B-399,399,497,..\instances\tolerancia-baja\T-B-399.txt
tolerancia-baja,T-B-400,400,479,..\instances\tolerancia-baja\T-B-400.txt
tolerancia-baja,T-B-401,401,504,..\instances\tolerancia-baja\T-B-401.txt
tolerancia-baja,T-B-402,402,483,..\instances\tolerancia-baja\T-B-402.txt
tolerancia-baja,T-B-403,403,480,..\instances\tolerancia-baja\T-B-403.txt
tolerancia-baja,T-B-404,404,502,..\instances\tolerancia-baja\T-B-404.txt
tolerancia-baja,T-B-405,405,503,..\instances\tolerancia-baja\T-B-405.txt
tolerancia-baja,T-B-406,406,478,..\instances\tolerancia-baja\T-B-406.txt
tolerancia-baja,T-B-407,407,507,..\instances\tolerancia-baja\T-B-407.txt
tolerancia-baja,T-B-408,408,504,..\instances\tolerancia-baja\T-B-408.txt
tolerancia-baja,T-B-409,409,507,..\instances\tolerancia-baja\T-B-409.txt
tolerancia-baja,T-B-410,410,498,..\instances\tolerancia-baja\T-B-410.txt
tolerancia-baja,T-B-411,411,510,..\instances\tolerancia-baja\T-B-411.txt
tolerancia-baja,T-B-412,412,489,..\instances\tolerancia-baja\T-B-412.txt
tolerancia-baja,T-B-413,413,492,..\instances\tolerancia-baja\T-B-413.txt
tolerancia-baja,T-B-414,414,490,..\instances\tolerancia-baja\T-B-414.txt
tolerancia-baja,T-B-415,415,512,..\instances\tolerancia-baja\T-B-415.txt
tolerancia-baja,T-B-416,416,505,..\instances\tolerancia-baja\T-B-416.txt
tolerancia-baja,T-B-417,417,502,..\instances\tolerancia-baja\T-B-417.txt
tolerancia-baja,T-B-418,418,504,..\instances\tolerancia-baja\T-B-418.txt
tolerancia-baja,T-B-419,419,492,..\instances\tolerancia-baja\T-B-419.txt
tolerancia-baja,T-B-420,420,508,..\instances\tolerancia-baja\T-B-420.txt
tolerancia-baja,T-B-421,421,496,..\instances\tolerancia-baja\T-B-421.txt
tolerancia-baja,T-B-422,422,499,..\instances\tolerancia-baja\T-B-422.txt
tolerancia-baja,T-B-423,423,511,..\instances\tolerancia-baja\T-B-423.txt
tolerancia-baja,T-B-424,424,497,..\instances\tolerancia-baja\T-B-424.txt
tolerancia-baja,T-B-425,425,504,..\instances\tolerancia-baja\T-B-425.txt
tolerancia-baja,T-B-426,426,495,..\instances\tolerancia-baja\T-B-426.txt
tolerancia-baja,T-B-427,427,504,..\instances\tolerancia-baja\T-B-427.txt
tolerancia-baja,T-B-428,428,510,..\instances\tolerancia-baja\T-B-428.txt
tolerancia-baja,T-B-429,429,497,..\instances\tolerancia-baja\T-B-429.txt
tolerancia-baja,T-B-430,430,497,..\instances\tolerancia-baja\T-B-430.txt
tolerancia-baja,T-B-431,431,525,..\instances\tolerancia-baja\T-B-431.txt
tolerancia-baja,T-B-432,432,495,..\instances\tolerancia-baja\T-B-432.txt
tolerancia-baja,T-B-433,433,499,..\instances\tolerancia-baja\T-B-433.txt
tolerancia-baja,T-B-434,434,518,..\instances\tolerancia-baja\T-B-434.txt
tolerancia-baja,T-B-435,435,505,..\instances\tolerancia-baja\T-B-435.txt
tolerancia-baja,T-B-436,436,487,..\instances\tolerancia-baja\T-B-436.txt
tolerancia-baja,T-B-437,437,503,..\instances\tolerancia-baja\T-B-437.txt
tolerancia-baja,T-B-438,438,501,..\instances\tolerancia-baja\T-B-438.txt
tolerancia-baja,T-B-439,439,505,..\instances\tolerancia-baja\T-B-439.txt
tolerancia-baja,T-B-440,440,487,..\instances\tolerancia-baja\T-B-440.txt
tolerancia-baja,T-B-441,441,502,..\instances\tolerancia-baja\T-B-441.txt
tolerancia-baja,T-B-442,442,499,..\instances\tolerancia-baja\T-B-442.txt
tolerancia-baja,T-B-443,443,507,..\instances\tolerancia-baja\T-B-443.txt
tolerancia-baja,T-B-444,444,493,..\instances\tolerancia-baja\T-B-444.txt
tolerancia-baja,T-B-445,445,489,..\instances\tolerancia-baja\T-B-445.txt
tolerancia-baja,T-B-446,446,499,..\instances\tolerancia-baja\T-B-446.txt
tolerancia-baja,T-B-447,447,519,..\instances\tolerancia-baja\T-B-447.txt
tolerancia-baja,T-B-448,448,489,..\instances\tolerancia-baja\T-B-448.txt
tolerancia-baja,T-B-449,449,498,..\instances\tolerancia-baja\T-B-449.txt
tolerancia-baja,T-B-450,450,492,..\instances\tolerancia-baja\T-B-450.txt
tolerancia-baja,T-B-451,451,510,..\instances\tolerancia-baja\T-B-451.txt
tolerancia-baja,T-B-452,452,505,..\instances\tolerancia-baja\T-B-452.txt
tolerancia-baja,T-B-453,453,511,..\instances\tolerancia-baja\T-B-453.txt
tolerancia-baja,T-B-454,454,509,..\instances\tolerancia-baja\T-B-454.txt
tolerancia-baja,T-B-455,455,500,..\instances\tolerancia-baja\T-B-455.txt
tolerancia-baja,T-B-456,456,492,..\instances\tolerancia-baja\T-B-456.txt
tolerancia-baja,T-B-457,457,497,..\instances\tolerancia-baja\T-B-457.txt
tolerancia-baja,T-B-458,458,500,..\instances\tolerancia-baja\T-B-458.txt
tolerancia-baja,T-B-459,459,503,..\instances\tolerancia-baja\T-B-459.txt
tolerancia-baja,T-B-460,460,498,..\instances\tolerancia-baja\T-B-460.txt
tolerancia-baja,T-B-461,461,493,..\instances\tolerancia-baja\T-B-461.txt
tolerancia-baja,T-B-462,462,505,..\instances\tolerancia-baja\T-B-462.txt
tolerancia-baja,T-B-463,463,510,..\instances\tolerancia-baja\T-B-463.txt
tolerancia-baja,T-B-464,464,502,..\instances\tolerancia-baja\T-B-464.txt
tolerancia-baja,T-B-465,465,500,..\instances\tolerancia-baja\T-B-465.txt
tolerancia-baja,T-B-466,466,493,..\instances\tolerancia-baja\T-B-466.txt
tolerancia-baja,T-B-467,467,511,..\instances\tolerancia-baja\T-B-467.txt
tolerancia-baja,T-B-468,468,501,..\instances\tolerancia-baja\T-B-468.txt
tolerancia-baja,T-B-469,469,489,..\instances\tolerancia-baja\T-B-469.txt
tolerancia-baja,T-B-470,470,502,..\instances\tolerancia-baja\T-B-470.txt
tolerancia-baja,T-B-471,471,497,..\instances\tolerancia-baja\T-B-471.txt
tolerancia-baja,T-B-472,472,479,..\instances\tolerancia-baja\T-B-472.txt
tolerancia-baja,T-B-473,473,513,..\instances\tolerancia-baja\T-B-473.txt
tolerancia-baja,T-B-474,474,504,..\instances\tolerancia-baja\T-B-474.txt
tolerancia-baja,T-B-475,475,497,..\instances\tolerancia-baja\T-B-475.txt
tolerancia-baja,T-B-476,476,480,..\instances\tolerancia-baja\T-B-476.txt
tolerancia-baja,T-B-477,477,503,..\instances\tolerancia-baja\T-B-477.txt
tolerancia-baja,T-B-478,478,492,..\instances\tolerancia-baja\T-B-478.txt
tolerancia-baja,T-B-479,479,498,..\instances\tolerancia-baja\T-B-479.txt
tolerancia-baja,T-B-480,480,490,..\instances\tolerancia-baja\T-B-480.txt
tolerancia-baja,T-B-481,481,499,..\instances\tolerancia-baja\T-B-481.txt
tolerancia-baja,T-B-482,482,497,..\instances\tolerancia-baja\T-B-482.txt
tolerancia-baja,T-B-483,483,517,..\instances\tolerancia-baja\T-B-483.txt
tolerancia-baja,T-B-484,484,500,..\instances\tolerancia-baja\T-B-484.txt
tolerancia-baja,T-B-485,485,498,..\instances\tolerancia-baja\T-B-485.txt
tolerancia-baja,T-B-486,486,501,..\instances\tolerancia-baja\T-B-486.txt
tolerancia-baja,T-B-487,487,511,..\instances\tolerancia-baja\T-B-487.txt
tolerancia-baja,T-B-488,488,516,..\instances\tolerancia-baja\T-B-488.txt
tolerancia-baja,T-B-489,489,495,..\instances\tolerancia-baja\T-B-489.txt
tolerancia-baja,T-B-490,490,505,..\instances\tolerancia-baja\T-B-490.txt
tolerancia-baja,T-B-491,491,512,..\instances\tolerancia-baja\T-B-491.txt
tolerancia-baja,T-B-492,492,488,..\instances\tolerancia-baja\T-B-492.txt
tolerancia-baja,T-B-493,493,497,..\instances\tolerancia-baja\T-B-493.txt
tolerancia-baja,T-B-494,494,493,..\instances\tolerancia-baja\T-B-494.txt
tolerancia-baja,T-B-495,495,513,..\instances\tolerancia-baja\T-B-495.txt
tolerancia-baja,T-B-496,496,496,..\instances\tolerancia-baja\T-B-496.txt
tolerancia-baja,T-B-497,497,488,..\instances\tolerancia-baja\T-B-497.txt
tolerancia-baja,T-B-498,498,488,..\instances\tolerancia-baja\T-B-498.txt
tolerancia-baja,T-B-499,499,501,..\instances\tolerancia-baja\T-B-499.txt
tolerancia-baja,T-B-500,500,502,..\instances\tolerancia-baja\T-B-500.txt
tolerancia-baja,T-B-501,501,501,..\instances\tolerancia-baja\T-B-501.txt
tolerancia-baja,T-B-502,502,503,..\instances\tolerancia-baja\T-B-502.txt
tolerancia-baja,T-B-503,503,498,..\instances\tolerancia-baja\T-B-503.txt
tolerancia-baja,T-B-504,504,497,..\instances\tolerancia-baja\T-B-504.txt
tolerancia-baja,T-B-505,505,497,..\instances\tolerancia-baja\T-B-505.txt
tolerancia-baja,T-B-506,506,496,..\instances\tolerancia-baja\T-B-506.txt
tolerancia-baja,T-B-507,507,512,..\instances\tolerancia-baja\T-B-507.txt
tolerancia-baja,T-B-508,508,484,..\instances\tolerancia-baja\T-B-508.txt
tolerancia-baja,T-B-509,509,495,..\instances\tolerancia-baja\T-B-509.txt
tolerancia-baja,T-B-510,510,486,..\instances\tolerancia-baja\T-B-510.txt
tolerancia-baja,T-B-511,511,504,..\instances\tolerancia-baja\T-B-511.txt
tolerancia-baja,T-B-512,512,489,..\instances\tolerancia-baja\T-B-512.txt
tolerancia-baja,T-B-513,513,489,..\instances\tolerancia-baja\T-B-513.txt
tolerancia-baja,T-B-514,514,499,..\instances\tolerancia-baja\T-B-514.txt
tolerancia-baja,T-B-515,515,501,..\instances\tolerancia-baja\T-B-515.txt
tolerancia-baja,T-B-516,516,500,..\instances\tolerancia-baja\T-B-516.txt
tolerancia-baja,T-B-517,517,507,..\instances\tolerancia-baja\T-B-517.txt
tolerancia-baja,T-B-518,518,505,..\instances\tolerancia-baja\T-B-518.txt
tolerancia-baja,T-B-519,519,511,..\instances\tolerancia-baja\T-B-519.txt
tolerancia-baja,T-B-520,520,493,..\instances\tolerancia-baja\T-B-520.txt
tolerancia-baja,T-B-521,521,501,..\instances\tolerancia-baja\T-B-521.txt
tolerancia-baja,T-B-522,522,492,..\instances\tolerancia-baja\T-B-522.txt
tolerancia-baja,T-B-523,523,488,..\instances\tolerancia-baja\T-B-523.txt
tolerancia-baja,T-B-524,524,499,..\instances\tolerancia-baja\T-B-524.txt
tolerancia-baja,T-B-525,525,493,..\instances\tolerancia-baja\T-B-525.txt
tolerancia-baja,T-B-526,526,507,..\instances\tolerancia-baja\T-B-526.txt
tolerancia-baja,T-B-527,527,496,..\instances\tolerancia-baja\T-B-527.txt
tolerancia-baja,T-B-528,528,495,..\instances\tolerancia-baja\T-B-528.txt
tolerancia-baja,T-B-529,529,488,..\instances\tolerancia-baja\T-B-529.txt
tolerancia-baja,T-B-530,530,484,..\instances\tolerancia-baja\T-B-530.txt
tolerancia-baja,T-B-531,531,508,..\instances\tolerancia-baja\T-B-531.txt
tolerancia-baja,T-B-532,532,497,..\instances\tolerancia-baja\T-B-532.txt
tolerancia-baja,T-B-533,533,502,..\instances\tolerancia-baja\T-B-533.txt
tolerancia-baja,T-B-534,534,497,..\instances\tolerancia-baja\T-B-534.txt
tolerancia-baja,T-B-535,535,507,..\instances\tolerancia-baja\T-B-535.txt
tolerancia-baja,T-B-536,536,501,..\instances\tolerancia-baja\T-B-536.txt
tolerancia-baja,T-B-537,537,499,..\instances\tolerancia-baja\T-B-537.txt
tolerancia-baja,T-B-538,538,507,..\instances\tolerancia-baja\T-B-538.txt
tolerancia-baja,T-B-539,539,498,..\instances\tolerancia-baja\T-B-539.txt
tolerancia-baja,T-B-540,540,490,..\instances\tolerancia-baja\T-B-540.txt
tolerancia-baja,T-B-541,541,486,..\instances\tolerancia-baja\T-B-541.txt
tolerancia-baja,T-B-542,542,515,..\instances\tolerancia-baja\T-B-542.txt
tolerancia-baja,T-B-543,543,512,..\instances\tolerancia-baja\T-B-543.txt
tolerancia-baja,T-B-544,544,503,..\instances\tolerancia-baja\T-B-544.txt
tolerancia-baja,T-B-545,545,501,..\instances\tolerancia-baja\T-B-545.txt
tolerancia-baja,T-B-546,546,510,..\instances\tolerancia-baja\T-B-546.txt
tolerancia-baja,T-B-547,547,490,..\instances\tolerancia-baja\T-B-547.txt
tolerancia-baja,T-B-548,548,509,..\instances\tolerancia-baja\T-B-548.txt
tolerancia-baja,T-B-549,549,489,..\instances\tolerancia-baja\T-B-549.txt
tolerancia-baja,T-B-550,550,505,..\instances\tolerancia-baja\T-B-550.txt
tolerancia-baja,T-B-551,551,492,..\instances\tolerancia-baja\T-B-551.txt
tolerancia-baja,T-B-552,552,501,..\instances\tolerancia-baja\T-B-552.txt
tolerancia-baja,T-B-553,553,495,..\instances\tolerancia-baja\T-B-553.txt
tolerancia-baja,T-B-554,554,515,..\instances\tolerancia-baja\T-B-554.txt
tolerancia-baja,T-B-555,555,508,..\instances\tolerancia-baja\T-B-555.txt
tolerancia-baja,T-B-556,556,496,..\instances\tolerancia-baja\T-B-556.txt
tolerancia-baja,T-B-557,557,503,..\instances\tolerancia-baja\T-B-557.txt
tolerancia-baja,T-B-558,558,506,..\instances\tolerancia-baja\T-B-558.txt
tolerancia-baja,T-B-559,559,512,..\instances\tolerancia-baja\T-B-559.txt
tolerancia-baja,T-B-560,560,499,..\instances\tolerancia-baja\T-B-560.txt
tolerancia-baja,T-B-561,561,491,..\instances\tolerancia-baja\T-B-561.txt
tolerancia-baja,T-B-562,562,507,..\instances\tolerancia-baja\T-B-562.txt
tolerancia-baja,T-B-563,563,512,..\instances\tolerancia-baja\T-B-563.txt
tolerancia-baja,T-B-564,564,505,..\instances\tolerancia-baja\T-B-564.txt
tolerancia-baja,T-B-565,565,510,..\instances\tolerancia-baja\T-B-565.txt
tolerancia-baja,T-B-566,566,499,..\instances\tolerancia-baja\T-B-566.txt
tolerancia-baja,T-B-567,567,504,..\instances\tolerancia-baja\T-B-567.txt
tolerancia-baja,T-B-568,568,488,..\instances\tolerancia-baja\T-B-568.txt
tolerancia-baja,T-B-569,569,501,..\instances\tolerancia-baja\T-B-569.txt
tolerancia-baja,T-B-570,570,501,..\instances\tolerancia-baja\T-B-570.txt
tolerancia-baja,T-B-571,571,485,..\instances\tolerancia-baja\T-B-571.txt
tolerancia-baja,T-B-572,572,490,..\instances\tolerancia-baja\T-B-572.txt
tolerancia-baja,T-B-573,573,493,..\instances\tolerancia-baja\T-B-573.txt
tolerancia-baja,T-B-574,574,520,..\instances\tolerancia-baja\T-B-574.txt
tolerancia-baja,T-B-575,575,493,..\instances\tolerancia-baja\T-B-575.txt
tolerancia-baja,T-B-576,576,500,..\instances\tolerancia-baja\T-B-576.txt
tolerancia-baja,T-B-577,577,494,..\instances\tolerancia-baja\T-B-577.txt
tolerancia-baja,T-B-578,578,498,..\instances\tolerancia-baja\T-B-578.txt
tolerancia-baja,T-B-579,579,508,..\instances\tolerancia-baja\T-B-579.txt
tolerancia-baja,T-B-580,580,494,..\instances\tolerancia-baja\T-B-580.txt
tolerancia-baja,T-B-581,581,501,..\instances\tolerancia-baja\T-B-581.txt
tolerancia-baja,T-B-582,582,498,..\instances\tolerancia-baja\T-B-582.txt
tolerancia-baja,T-B-583,583,493,..\instances\tolerancia-baja\T-B-583.txt
tolerancia-baja,T-B-584,584,510,..\instances\tolerancia-baja\T-B-584.txt
tolerancia-baja,T-B-585,585,499,..\instances\tolerancia-baja\T-B-585.txt
tolerancia-baja,T-B-586,586,508,..\instances\tolerancia-baja\T-B-586.txt
tolerancia-baja,T-B-587,587,523,..\instances\tolerancia-baja\T-B-587.txt
tolerancia-baja,T-B-588,588,498,..\instances\tolerancia-baja\T-B-588.txt
tolerancia-baja,T-B-589,589,496,..\instances\tolerancia-baja\T-B-589.txt
tolerancia-baja,T-B-590,590,486,..\instances\tolerancia-baja\T-B-590.txt
tolerancia-baja,T-B-591,591,513,..\instances\tolerancia-baja\T-B-591.txt
tolerancia-baja,T-B-592,592,497,..\instances\tolerancia-baja\T-B-592.txt
tolerancia-baja,T-B-593,593,505,..\instances\tolerancia-baja\T-B-593.txt
tolerancia-baja,T-B-594,594,493,..\instances\tolerancia-baja\T-B-594.txt
tolerancia-baja,T-B-595,595,508,..\instances\tolerancia-baja\T-B-595.txt
tolerancia-baja,T-B-596,596,499,..\instances\tolerancia-baja\T-B-596.txt
tolerancia-baja,T-B-597,597,493,..\instances\tolerancia-baja\T-B-597.txt
tolerancia-baja,T-B-598,598,500,..\instances\tolerancia-baja\T-B-598.txt
tolerancia-baja,T-B-599,599,493,..\instances\tolerancia-baja\T-B-599.txt
tolerancia-baja,T-B-600,600,505,..\instances\tolerancia-baja\T-B-600.txt
tolerancia-baja,T-B-601,601,490,..\instances\tolerancia-baja\T-B-601.txt
tolerancia-baja,T-B-602,602,515,..\instances\tolerancia-baja\T-B-602.txt
tolerancia-baja,T-B-603,603,503,..\instances\tolerancia-baja\T-B-603.txt
tolerancia-baja,T-B-604,604,507,..\instances\tolerancia-baja\T-B-604.txt
tolerancia-baja,T-B-605,605,493,..\instances\tolerancia-baja\T-B-605.txt
tolerancia-baja,T-B-606,606,494,..\instances\tolerancia-baja\T-B-606.txt
tolerancia-baja,T-B-607,607,499,..\instances\tolerancia-baja\T-B-607.txt
tolerancia-baja,T-B-608,608,500,..\instances\tolerancia-baja\T-B-608.txt
tolerancia-baja,T-B-609,609,500,..\instances\tolerancia-baja\T-B-609.txt
tolerancia-baja,T-B-610,610,512,..\instances\tolerancia-baja\T-B-610.txt
tolerancia-baja,T-B-611,611,504,..\instances\tolerancia-baja\T-B-611.txt
tolerancia-baja,T-B-612,612,493,..\instances\tolerancia-baja\T-B-612.txt
tolerancia-baja,T-B-613,613,489,..\instances\tolerancia-baja\T-B-613.txt
tolerancia-baja,T-B-614,614,503,..\instances\tolerancia-baja\T-B-614.txt
tolerancia-baja,T-B-615,615,496,..\instances\tolerancia-baja\T-B-615.txt
tolerancia-baja,T-B-616,616,499,..\instances\tolerancia-baja\T-B-616.txt
tolerancia-baja,T-B-617,617,486,..\instances\tolerancia-baja\T-B-617.txt
tolerancia-baja,T-B-618,618,505,..\instances\tolerancia-baja\T-B-618.txt
tolerancia-baja,T-B-619,619,497,..\instances\tolerancia-baja\T-B-619.txt
tolerancia-baja,T-B-620,620,500,..\instances\tolerancia-baja\T-B-620.txt
tolerancia-baja,T-B-621,621,515,..\instances\tolerancia-baja\T-B-621.txt
tolerancia-baja,T-B-622,622,503,..\instances\tolerancia-baja\T-B-622.txt
tolerancia-baja,T-B-623,623,501,..\instances\tolerancia-baja\T-B-623.txt
tolerancia-baja,T-B-624,624,502,..\instances\tolerancia-baja\T-B-624.txt
tolerancia-baja,T-B-625,625,503,..\instances\tolerancia-baja\T-B-625.txt
tolerancia-baja,T-B-626,626,505,..\instances\tolerancia-baja\T-B-626.txt
tolerancia-baja,T-B-627,627,500,..\instances\tolerancia-baja\T-B-627.txt
tolerancia-baja,T-B-628,628,511,..\instances\tolerancia-baja\T-B-628.txt
tolerancia-baja,T-B-629,629,496,..\instances\tolerancia-baja\T-B-629.txt
tolerancia-baja,T-B-630,630,497,..\instances\tolerancia-baja\T-B-630.txt
tolerancia-baja,T-B-631,631,487,..\instances\tolerancia-baja\T-B-631.txt
tolerancia-baja,T-B-632,632,524,..\instances\tolerancia-baja\T-B-632.txt
tolerancia-baja,T-B-633,633,496,..\instances\tolerancia-baja\T-B-633.txt
tolerancia-baja,T-B-634,634,501,..\instances\tolerancia-baja\T-B-634.txt
tolerancia-baja,T-B-635,635,497,..\instances\tolerancia-baja\T-B-635.txt
tolerancia-baja,T-B-636,636,491,..\instances\tolerancia-baja\T-B-636.txt
tolerancia-baja,T-B-637,637,513,..\instances\tolerancia-baja\T-B-637.txt
tolerancia-baja,T-B-638,638,504,..\instances\tolerancia-baja\T-B-638.txt
tolerancia-baja,T-B-639,639,500,..\instances\tolerancia-baja\T-B-639.txt
tolerancia-baja,T-B-640,640,493,..\instances\tolerancia-baja\T-B-640.txt
tolerancia-baja,T-B-641,641,495,..\instances\tolerancia-baja\T-B-641.txt
tolerancia-baja,T-B-642,642,499,..\instances\tolerancia-baja\T-B-642.txt
tolerancia-baja,T-B-643,643,506,..\instances\tolerancia-baja\T-B-643.txt
tolerancia-baja,T-B-644,644,506,..\instances\tolerancia-baja\T-B-644.txt
tolerancia-baja,T-B-645,645,513,..\instances\tolerancia-baja\T-B-645.txt
tolerancia-baja,T-B-646,646,499,..\instances\tolerancia-baja\T-B-646.txt
tolerancia-baja,T-B-647,647,503,..\instances\tolerancia-baja\T-B-647.txt
tolerancia-baja,T-B-648,648,503,..\instances\tolerancia-baja\T-B-648.txt
tolerancia-baja,T-B-649,649,502,..\instances\tolerancia-baja\T-B-649.txt
tolerancia-baja,T-B-650,650,501,..\instances\tolerancia-baja\T-B-650.txt
tolerancia-baja,T-B-651,651,498,..\instances\tolerancia-baja\T-B-651.txt
tolerancia-baja,T-B-652,652,504,..\instances\tolerancia-baja\T-B-652.txt
tolerancia-baja,T-B-653,653,490,..\instances\tolerancia-baja\T-B-653.txt
tolerancia-baja,T-B-654,654,486,..\instances\tolerancia-baja\T-B-654.txt
tolerancia-baja,T-B-655,655,506,..\instances\tolerancia-baja\T-B-655.txt
tolerancia-baja,T-B-656,656,496,..\instances\tolerancia-baja\T-B-656.txt
tolerancia-baja,T-B-657,657,502,..\instances\tolerancia-baja\T-B-657.txt
tolerancia-baja,T-B-658,658,494,..\instances\tolerancia-baja\T-B-658.txt
tolerancia-baja,T-B-659,659,507,..\instances\tolerancia-baja\T-B-659.txt
tolerancia-baja,T-B-660,660,496,..\instances\tolerancia-baja\T-B-660.txt
tolerancia-baja,T-B-661,661,520,..\instances\tolerancia-baja\T-B-661.txt
tolerancia-baja,T-B-662,662,495,..\instances\tolerancia-baja\T-B-662.txt
tolerancia-baja,T-B-663,663,492,..\instances\tolerancia-baja\T-B-663.txt
tolerancia-baja,T-B-664,664,502,..\instances\tolerancia-baja\T-B-664.txt
